Aikaleima (dd.mm.yyyy hh:mm);Viikko;Kulutus (kWh);Aurinkovoima (kWh);Tuulivoima;Vesivoima;Ydinvoima;Yhteistuotanto;Erillinen lämpövoima
01.01.2020 00:00;1;10431136;0;1584729;1330181;2798287;2782765;255784
01.01.2020 01:00;1;10105347;0;1458849;1291934;2798641;2773912;253717
01.01.2020 02:00;1;9770137;0;1415809;1112155;2798840;2763375;230067
01.01.2020 03:00;1;9633372;0;1366670;1064216;2798766;2770743;224098
01.01.2020 04:00;1;9616853;0;1197578;1023832;2798291;2784689;222722
01.01.2020 05:00;1;9666221;0;1056367;1047475;2797808;2816730;215077
01.01.2020 06:00;1;9847169;0;1004374;1010290;2798317;2787197;259623
01.01.2020 07:00;1;9874677;0;973383;1058362;2798256;2848197;228892
01.01.2020 08:00;1;10085766;0;1033406;1234699;2798259;2896130;220047
01.01.2020 09:00;1;10057076;56;1109621;1255915;2798300;2953631;195601
01.01.2020 10:00;1;10130165;1655;1228688;1310273;2798349;2980398;201191
01.01.2020 11:00;1;10282376;2823;1392494;1349419;2798475;3035306;200915
01.01.2020 12:00;1;10315195;5004;1523211;1347648;2797815;3031873;190411
01.01.2020 13:00;1;10336257;3878;1584133;1285764;2796958;3036940;188579
01.01.2020 14:00;1;10409187;1675;1631063;1261049;2797424;3031937;196687
01.01.2020 15:00;1;10718670;0;1598004;1323163;2797355;3037113;191717
01.01.2020 16:00;1;10938048;0;1613477;1517318;2797144;3024053;194960
01.01.2020 17:00;1;10985717;0;1657772;1685117;2797452;3014122;190394
01.01.2020 18:00;1;10999041;0;1610860;1777786;2797071;2955245;176437
01.01.2020 19:00;1;10931605;0;1679408;1768070;2797250;2881695;187249
01.01.2020 20:00;1;10668868;0;1669082;1786168;2797076;2858931;188308
01.01.2020 21:00;1;10257407;0;1732967;1695524;2797333;2834117;185905
01.01.2020 22:00;1;10469398;0;1812337;1481161;2797428;2731025;223494
01.01.2020 23:00;1;10271008;0;1852255;1125494;2797354;2672430;251625
02.01.2020 00:00;1;9895703;0;1838500;1030827;2797649;2614835;234254
02.01.2020 01:00;1;9574168;0;1903971;981293;2797800;2507257;231227
02.01.2020 02:00;1;9374284;0;1925341;1003158;2798098;2493097;244463
02.01.2020 03:00;1;9246564;0;1934335;985429;2797470;2510752;237213
02.01.2020 04:00;1;9306852;0;1955983;1019672;2797590;2520873;253184
02.01.2020 05:00;1;9541492;0;1935445;1145367;2797950;2550034;251840
02.01.2020 06:00;1;10192762;0;1822089;1236733;2798287;2679010;249757
02.01.2020 07:00;1;10628557;0;1757369;1410841;2798614;2777007;245440
02.01.2020 08:00;1;10951793;0;1719211;1497724;2799009;2777167;240579
02.01.2020 09:00;1;10931769;24;1756227;1661962;2799080;2803225;224716
02.01.2020 10:00;1;10887484;2656;1793443;1698849;2798215;2813185;217777
02.01.2020 11:00;1;10870646;6542;1812066;1774717;2797841;2804766;231714
02.01.2020 12:00;1;10899484;9210;1835805;1660659;2798468;2796842;233292
02.01.2020 13:00;1;10882759;7533;1876119;1708118;2798592;2791151;221061
02.01.2020 14:00;1;10865888;2580;1912806;1630085;2799172;2808292;211489
02.01.2020 15:00;1;11094060;0;1952244;1657385;2799105;2800000;215239
02.01.2020 16:00;1;11202179;0;1983252;1873734;2799367;2799000;220900
02.01.2020 17:00;1;11251191;0;1983252;1958778;2799378;2826517;227787
02.01.2020 18:00;1;11178098;0;1951929;1953797;2799211;2821575;218436
02.01.2020 19:00;1;11149142;0;1969447;1751104;2799612;2831364;222794
02.01.2020 20:00;1;10951008;0;1975118;1529016;2799916;2844077;230480
02.01.2020 21:00;1;10578392;0;1986273;1312810;2800001;2800075;202716
02.01.2020 22:00;1;10615801;0;1978337;1269010;2799999;2660199;202531
02.01.2020 23:00;1;10400219;0;1970744;1082784;2800041;2543342;212781
03.01.2020 00:00;1;9927051;0;1994732;970143;2799914;2373996;236218
03.01.2020 01:00;1;9524914;0;1976579;936957;2800527;2211340;311854
03.01.2020 02:00;1;9384694;0;1959907;833910;2798840;2313524;234927
03.01.2020 03:00;1;9327856;0;1969729;797284;2800005;2315280;231979
03.01.2020 04:00;1;9378638;0;1973571;775580;2800182;2308547;235033
03.01.2020 05:00;1;9656500;0;1978521;782944;2800347;2355455;236652
03.01.2020 06:00;1;10286930;0;1956628;1051895;2799861;2468759;230112
03.01.2020 07:00;1;10644547;0;1958620;1208635;2799785;2644250;213529
03.01.2020 08:00;1;10913723;0;1968022;1639937;2799941;2696287;216070
03.01.2020 09:00;1;10980286;0;1965459;1645944;2799791;2740011;224422
03.01.2020 10:00;1;10944244;1455;1980368;1654217;2799976;2743322;216060
03.01.2020 11:00;1;10980978;2989;1979048;1686051;2800117;2755186;221358
03.01.2020 12:00;1;11073359;4548;1963302;1810424;2800487;2758578;206121
03.01.2020 13:00;1;11072086;3558;1945143;1784594;2800179;2764017;193590
03.01.2020 14:00;1;11051441;1422;1905860;1829458;2800077;2804344;206765
03.01.2020 15:00;1;11286493;0;1882176;1850749;2800431;2769179;228095
03.01.2020 16:00;1;11385260;0;1795394;2064094;2800589;2655225;245615
03.01.2020 17:00;1;11407619;0;1870486;2165189;2800158;2707281;248040
03.01.2020 18:00;1;11375256;0;1893668;2059469;2799929;2821521;255222
03.01.2020 19:00;1;11359588;0;1904624;1866537;2799913;2849743;227395
03.01.2020 20:00;1;11199013;0;1840831;1740479;2800320;2883153;233498
03.01.2020 21:00;1;10793593;0;1927265;1514690;2800556;2863244;244142
03.01.2020 22:00;1;10860608;0;1951606;1418055;2800790;2804469;236005
03.01.2020 23:00;1;10633628;0;1943704;1245528;2801147;2729318;230066
04.01.2020 00:00;1;10144209;0;1929097;1048416;2800663;2595041;230508
04.01.2020 01:00;1;9806738;0;1937642;876604;2800688;2563781;238780
04.01.2020 02:00;1;9568179;0;1904089;893457;2800660;2534033;243236
04.01.2020 03:00;1;9462905;0;1855001;878016;2800649;2528815;238503
04.01.2020 04:00;1;9481002;0;1861564;1072402;2801079;2511489;237973
04.01.2020 05:00;1;9582662;0;1822781;1145995;2800771;2539915;232746
04.01.2020 06:00;1;9889163;0;1664149;1191482;2801214;2549107;232886
04.01.2020 07:00;1;9996124;0;1499913;1255194;2800438;2562002;229436
04.01.2020 08:00;1;10369363;0;1297898;1387897;2799923;2649463;221986
04.01.2020 09:00;1;10472700;9;1267015;1510841;2799666;2787405;213949
04.01.2020 10:00;1;10636124;3803;1412258;1647178;2800406;2887578;208986
04.01.2020 11:00;1;10747087;8578;1430073;1598003;2801053;2917852;195917
04.01.2020 12:00;1;10833543;10762;1511190;1628944;2801049;2919691;198650
04.01.2020 13:00;1;10766938;7414;1593805;1507111;2800832;2967416;194971
04.01.2020 14:00;1;10840024;3177;1630420;1501488;2800730;2987953;199364
04.01.2020 15:00;1;11060147;0;1723039;1551028;2801228;2937558;208019
04.01.2020 16:00;1;11492828;0;1804463;1615741;2800847;2999929;208110
04.01.2020 17:00;1;11609489;0;1824070;1809643;2800678;2998134;225673
04.01.2020 18:00;1;11751383;0;1846162;2038089;2800517;2987929;223582
04.01.2020 19:00;1;11656264;0;1857065;2033979;2800485;3004089;215871
04.01.2020 20:00;1;11333684;0;1831677;2119639;2800042;2988725;222757
04.01.2020 21:00;1;10914788;0;1831958;1878984;2799932;2980646;224216
04.01.2020 22:00;1;11120246;0;1859341;1742626;2799611;2978056;227007
04.01.2020 23:00;1;10936828;0;1883454;1644382;2800182;2984017;226910
05.01.2020 00:00;1;10471991;0;1762878;1502433;2800117;3051876;227309
05.01.2020 01:00;1;10100835;0;1670273;1503846;2799730;3056829;208404
05.01.2020 02:00;1;9918052;0;1554144;1380125;2800398;3074135;181114
05.01.2020 03:00;1;9857353;0;1475691;1331706;2800600;3085725;179747
05.01.2020 04:00;1;9883548;0;1159334;1214420;2800817;3106190;178734
05.01.2020 05:00;1;9942313;0;1031606;1297326;2800668;3127817;183357
05.01.2020 06:00;1;10145358;0;963398;1397173;2799895;3164659;186194
05.01.2020 07:00;1;10258648;0;781176;1417611;2799694;3193748;188379
05.01.2020 08:00;1;10559261;0;558220;1748937;2799811;3219190;196543
05.01.2020 09:00;1;10706119;13;447450;1873749;2800251;3251047;205052
05.01.2020 10:00;1;10893188;4688;555332;2092803;2800278;3316172;240403
05.01.2020 11:00;1;11029404;10586;815900;2198766;2800151;3303372;234573
05.01.2020 12:00;1;11034026;14164;1047841;2065084;2800113;3289092;224996
05.01.2020 13:00;1;11022129;10746;1164368;1919626;2800240;3269287;208417
05.01.2020 14:00;1;11107983;4046;1154490;1730955;2800230;3252605;166605
05.01.2020 15:00;1;11362644;0;1224074;1656342;2801163;3263021;164363
05.01.2020 16:00;1;11636609;0;1377492;1593892;2800962;3265100;167122
05.01.2020 17:00;1;11747123;0;1466120;1579489;2801014;3260154;188090
05.01.2020 18:00;1;11827830;0;1660279;1589925;2800971;3254900;189112
05.01.2020 19:00;1;11806354;0;1728783;1472966;2799921;3260924;189645
05.01.2020 20:00;1;11540568;0;1746170;1381072;2799929;3228367;187426
05.01.2020 21:00;1;11149166;0;1826977;1289631;2800032;3208854;188106
05.01.2020 22:00;1;11358857;0;1822314;1382646;2800291;3066138;184396
05.01.2020 23:00;1;11162916;0;1769151;1304729;2800319;2949383;179334
06.01.2020 00:00;2;10675808;0;1642715;1145260;2799551;2936046;191020
06.01.2020 01:00;2;10304313;0;1462983;1278326;2800213;2897078;196719
06.01.2020 02:00;2;10113585;0;1407830;1188821;2798743;2879855;196721
06.01.2020 03:00;2;9974070;0;1235483;1093665;2800304;2855621;185280
06.01.2020 04:00;2;10015497;0;1123869;1197068;2801338;2873477;187803
06.01.2020 05:00;2;10097032;0;1086829;1163957;2800841;2867743;193274
06.01.2020 06:00;2;10291202;0;1097809;1180016;2801203;2913707;179823
06.01.2020 07:00;2;10345162;0;1014220;1475293;2801091;3149467;163868
06.01.2020 08:00;2;10626809;0;1068412;1676568;2800752;3189451;167983
06.01.2020 09:00;2;10632102;20;1148350;1809456;2801002;3213194;183152
06.01.2020 10:00;2;10796009;3013;1200785;1793225;2801684;3229902;170579
06.01.2020 11:00;2;10882178;6669;1176357;1805828;2801381;3228126;157232
06.01.2020 12:00;2;10944235;7725;1055454;1818031;2801463;3226783;165041
06.01.2020 13:00;2;10919939;6663;1023280;1833450;2801300;3240797;166987
06.01.2020 14:00;2;10986220;3021;969406;1913503;2801484;3290618;172003
06.01.2020 15:00;2;11106862;0;941580;2030674;2801136;3320023;168872
06.01.2020 16:00;2;11418201;0;1004179;2035515;2801222;3334276;167406
06.01.2020 17:00;2;11489318;0;1086624;1979834;2801168;3299844;164326
06.01.2020 18:00;2;11491409;0;1142791;1963789;2800895;2982887;231162
06.01.2020 19:00;2;11491485;0;1195742;1877159;2800877;2790588;210608
06.01.2020 20:00;2;11228060;0;1174365;1730648;2800239;2774878;208576
06.01.2020 21:00;2;10672796;0;1198043;1645743;2799859;2766549;210167
06.01.2020 22:00;2;10822069;0;1202804;1581933;2800625;2722564;208711
06.01.2020 23:00;2;10617034;0;1266426;1495380;2800237;2660826;204053
07.01.2020 00:00;2;10166883;0;1327172;1383146;2799866;2648763;202544
07.01.2020 01:00;2;9839206;0;1314319;1381547;2800333;2619646;209545
07.01.2020 02:00;2;9577384;0;1343595;1259268;2800619;2598498;203841
07.01.2020 03:00;2;9421948;0;1381524;1171146;2800797;2593246;213344
07.01.2020 04:00;2;9478691;0;1388861;1171133;2800732;2595661;208799
07.01.2020 05:00;2;9774008;0;1406176;1211960;2800760;2597403;210166
07.01.2020 06:00;2;10623873;0;1449180;1450810;2800252;2655275;217835
07.01.2020 07:00;2;11230150;0;1568662;1699598;2799996;2714160;212004
07.01.2020 08:00;2;11590287;0;1669222;1821098;2799623;2721788;207373
07.01.2020 09:00;2;11539000;24;1690798;1960786;2799112;2693194;237561
07.01.2020 10:00;2;11401426;1449;1682443;1909077;2798956;2690557;194815
07.01.2020 11:00;2;11348984;3312;1713182;2008370;2800147;2684065;191269
07.01.2020 12:00;2;11316435;4320;1724686;2068978;2800426;2686407;181161
07.01.2020 13:00;2;11264254;3798;1706488;2108441;2800062;2660756;165585
07.01.2020 14:00;2;11276321;1498;1698622;2071345;2800446;2629345;169985
07.01.2020 15:00;2;11433751;0;1627925;2072747;2800141;2623900;167996
07.01.2020 16:00;2;11558999;0;1572531;1851382;2800562;2628334;166859
07.01.2020 17:00;2;11562341;0;1521051;1769317;2800049;2662156;167596
07.01.2020 18:00;2;11444224;0;1542181;1636376;2799451;2638926;181566
07.01.2020 19:00;2;11389396;0;1514494;1537668;2799397;2626358;199666
07.01.2020 20:00;2;11164421;0;1516458;1448886;2799439;2625424;198674
07.01.2020 21:00;2;10643864;0;1592018;1388238;2799167;2582966;192334
07.01.2020 22:00;2;10580741;0;1708887;1288255;2799277;2534088;186857
07.01.2020 23:00;2;10379361;0;1763444;1126110;2799322;2473366;196392
08.01.2020 00:00;2;9868296;0;1793339;950353;2799373;2424134;193078
08.01.2020 01:00;2;9550458;0;1849731;789305;2799868;2279331;208785
08.01.2020 02:00;2;9372183;0;1860638;721110;2799361;2199982;233821
08.01.2020 03:00;2;9279630;0;1877066;701870;2799746;2174635;280329
08.01.2020 04:00;2;9370007;0;1875979;750206;2800080;2192200;300778
08.01.2020 05:00;2;9648383;0;1859900;837402;2799883;2258490;316452
08.01.2020 06:00;2;10473477;0;1879100;1216676;2799623;2480355;311077
08.01.2020 07:00;2;11044631;0;1915557;1462696;2799559;2709933;253204
08.01.2020 08:00;2;11363656;0;1928090;1548380;2800137;2781378;239458
08.01.2020 09:00;2;11379422;16;1903687;1627853;2799609;2811805;268112
08.01.2020 10:00;2;11250563;1637;1855196;1646669;2798451;2830854;265324
08.01.2020 11:00;2;11220114;3890;1876793;1703973;2798820;2826596;212766
08.01.2020 12:00;2;11193198;4970;1886463;1754289;2798782;2823412;190984
08.01.2020 13:00;2;11092308;4210;1856665;1757735;2798997;2834456;188728
08.01.2020 14:00;2;11101224;1543;1831069;1755437;2799545;2807260;204298
08.01.2020 15:00;2;11264007;0;1816105;1753133;2799682;2783318;240501
08.01.2020 16:00;2;11314158;0;1738007;1994358;2799104;2778710;243330
08.01.2020 17:00;2;11387967;0;1364127;2084158;2799356;2794090;206317
08.01.2020 18:00;2;11432960;0;1538986;2046845;2799511;2787356;196253
08.01.2020 19:00;2;11401775;0;1765743;1920425;2799523;2791297;207202
08.01.2020 20:00;2;11119182;0;1783049;1857778;2799425;2790860;236826
08.01.2020 21:00;2;10621078;0;1807281;1848798;2798790;2736221;259853
08.01.2020 22:00;2;10622945;0;1847495;1695327;2799082;2701782;244120
08.01.2020 23:00;2;10433080;0;1872796;1506363;2798702;2695184;234680
09.01.2020 00:00;2;9961667;0;1872031;1333142;2799076;2669281;244396
09.01.2020 01:00;2;9697534;0;1885375;1401036;2799893;2684837;247369
09.01.2020 02:00;2;9556338;0;1917497;1269037;2799515;2688621;244074
09.01.2020 03:00;2;9548728;0;1926245;1221260;2799629;2700275;237388
09.01.2020 04:00;2;9632107;0;1919614;1317378;2799957;2737838;240876
09.01.2020 05:00;2;9963046;0;1927607;1391643;2800379;2752911;323300
09.01.2020 06:00;2;10907082;0;1940103;1536824;2800210;3074282;232651
09.01.2020 07:00;2;11465795;0;1925513;1778226;2799809;3157738;217468
09.01.2020 08:00;2;11803036;0;1919123;1924661;2799881;3178342;210569
09.01.2020 09:00;2;11644545;113;1893773;1962323;2799179;3190487;239567
09.01.2020 10:00;2;11486391;5371;1872668;1952497;2799597;3194156;197724
09.01.2020 11:00;2;11468861;13221;1907192;1848533;2800342;3188648;198756
09.01.2020 12:00;2;11410359;15723;1936034;1859404;2799952;3160380;207399
09.01.2020 13:00;2;11274123;12684;1920349;1878660;2800053;3165222;200318
09.01.2020 14:00;2;11329529;5399;1879516;1915105;2800452;3145693;199638
09.01.2020 15:00;2;11432822;0;1848686;1953463;2799950;3175324;212497
09.01.2020 16:00;2;11761230;0;1767561;2160084;2800535;3194214;219838
09.01.2020 17:00;2;11817497;0;1738520;2288527;2800067;3195900;214427
09.01.2020 18:00;2;11770668;0;1717232;2428979;2800376;3192397;217741
09.01.2020 19:00;2;11810912;0;1766167;2434718;2800837;3233171;211843
09.01.2020 20:00;2;11660380;0;1741487;2245672;2800781;3212350;217939
09.01.2020 21:00;2;11127210;0;1757373;1898305;2800383;3193382;215154
09.01.2020 22:00;2;11229794;0;1678676;1733831;2800601;3143329;221954
09.01.2020 23:00;2;10961171;0;1616436;1507875;2800149;3085657;226906
10.01.2020 00:00;2;10507269;0;1548951;1366949;2800858;3009464;227864
10.01.2020 01:00;2;10175025;0;1503143;1329466;2801122;2910197;237038
10.01.2020 02:00;2;9955141;0;1382975;1263098;2800826;2879810;257315
10.01.2020 03:00;2;9960159;0;1213745;1256491;2800706;2905947;249111
10.01.2020 04:00;2;10092754;0;1106632;1314451;2801028;2943600;244104
10.01.2020 05:00;2;10551589;0;1095042;1564413;2800605;2974553;257926
10.01.2020 06:00;2;11383420;0;1157566;1705522;2800876;3126658;266456
10.01.2020 07:00;2;11916364;0;1110138;2095281;2799888;3379880;313363
10.01.2020 08:00;2;12208259;0;1071879;2467815;2799075;3369358;389357
10.01.2020 09:00;2;12066538;107;1058756;2629005;2799133;3342900;387890
10.01.2020 10:00;2;12038958;3273;1099951;2607015;2799514;3341715;346147
10.01.2020 11:00;2;12047364;12385;1092599;2644860;2800059;3345881;295386
10.01.2020 12:00;2;11914059;15825;1177803;2505100;2799112;3344450;284625
10.01.2020 13:00;2;11832022;12655;1098522;2506393;2799407;3342501;255471
10.01.2020 14:00;2;11808739;5165;963291;2505941;2799628;3402959;254696
10.01.2020 15:00;2;11956402;49;947127;2590764;2800026;3436026;327728
10.01.2020 16:00;2;12223461;0;979070;2485298;2800514;3470952;355186
10.01.2020 17:00;2;12290975;0;1038736;2550815;2800223;3468889;365855
10.01.2020 18:00;2;12229971;0;974466;2519641;2800397;3470849;366087
10.01.2020 19:00;2;12169913;0;1021954;2198702;2800031;3482896;302911
10.01.2020 20:00;2;11995264;0;996825;2040553;2800296;3469547;240610
10.01.2020 21:00;2;11529669;0;1061047;1840749;2800209;3427844;205971
10.01.2020 22:00;2;11602097;0;1043237;1893265;2800352;3362004;201258
10.01.2020 23:00;2;11294685;0;1209129;1620263;2799922;3252334;205032
11.01.2020 00:00;2;10813511;0;1154485;1532770;2800039;3131121;218402
11.01.2020 01:00;2;10540975;0;1011774;1680087;2800252;3072532;219061
11.01.2020 02:00;2;10361593;0;840696;1636805;2799739;3061336;224881
11.01.2020 03:00;2;10269507;0;584507;1591677;2799805;3070139;223225
11.01.2020 04:00;2;10285572;0;562947;1592547;2800021;3076568;215082
11.01.2020 05:00;2;10440486;0;606473;1611766;2799854;3081987;212807
11.01.2020 06:00;2;10709626;0;797495;1448145;2799950;3166006;206895
11.01.2020 07:00;2;10832854;0;919105;1610626;2800708;3343945;201555
11.01.2020 08:00;2;11238116;0;1157142;1602581;2800777;3371337;212094
11.01.2020 09:00;2;11317782;308;1470136;1770896;2800635;3377315;217337
11.01.2020 10:00;2;11349532;3657;1651402;1805341;2800589;3401616;217440
11.01.2020 11:00;2;11367161;9744;1744792;1771324;2800703;3390778;217077
11.01.2020 12:00;2;11313899;11218;1767970;1687571;2800392;3360780;217463
11.01.2020 13:00;2;11266315;8300;1833604;1689500;2800220;3327853;239574
11.01.2020 14:00;2;11230560;2983;1910316;1645012;2800270;3294325;228566
11.01.2020 15:00;2;11355226;39;1929423;1680794;2800669;3283920;234460
11.01.2020 16:00;2;11682833;0;1931746;1545123;2800929;3214255;237225
11.01.2020 17:00;2;11874371;0;1951190;1506642;2801107;3148866;219355
11.01.2020 18:00;2;11930625;0;1928768;1567099;2801063;3087227;227180
11.01.2020 19:00;2;11793290;0;1894360;1548302;2800467;3030588;229142
11.01.2020 20:00;2;11451728;0;1897747;1538480;2800581;2989762;232341
11.01.2020 21:00;2;10932606;0;1860532;1378722;2800034;2934037;237388
11.01.2020 22:00;2;11077769;0;1881450;1227694;2800955;2869866;252442
11.01.2020 23:00;2;10867513;0;1895499;1129470;2800831;2816121;257537
12.01.2020 00:00;2;10407425;0;1889160;1106477;2801293;2761087;248805
12.01.2020 01:00;2;9952305;0;1864180;906739;2801297;2708798;251826
12.01.2020 02:00;2;9684923;0;1866101;903260;2800228;2659393;253590
12.01.2020 03:00;2;9521155;0;1861076;865144;2801352;2645164;253497
12.01.2020 04:00;2;9468552;0;1850523;897465;2801041;2649583;253733
12.01.2020 05:00;2;9494299;0;1821506;912278;2800988;2645207;251408
12.01.2020 06:00;2;9678739;0;1798845;1002336;2801234;2653924;247928
12.01.2020 07:00;2;9749855;0;1764295;968376;2801452;2625576;249790
12.01.2020 08:00;2;10007160;0;1688471;1093917;2801938;2635166;249010
12.01.2020 09:00;2;10076425;105;1629335;1316982;2801112;2784709;234104
12.01.2020 10:00;2;10177414;1816;1705483;1397054;2801258;2805213;213788
12.01.2020 11:00;2;10274435;6092;1748966;1488501;2801208;2834954;215197
12.01.2020 12:00;2;10309121;8094;1718047;1428088;2800894;2835337;201393
12.01.2020 13:00;2;10293465;6476;1634003;1438012;2800615;2853372;201825
12.01.2020 14:00;2;10301779;2914;1563678;1471141;2800983;2861275;200300
12.01.2020 15:00;2;10437910;168;1481700;1531630;2800942;2879362;212748
12.01.2020 16:00;2;10784696;0;1444507;1886364;2800612;2890402;234063
12.01.2020 17:00;2;10915628;0;1510465;1933630;2799387;2903425;236154
12.01.2020 18:00;2;11010859;0;1581584;2028094;2799883;2917014;236817
12.01.2020 19:00;2;11017208;0;1450282;2032931;2799547;2907321;232668
12.01.2020 20:00;2;10757465;0;1436635;1951087;2799238;2894102;237957
12.01.2020 21:00;2;10332046;0;1449466;2055312;2799385;2836979;250861
12.01.2020 22:00;2;10566963;0;1346635;1696079;2800508;2777102;260980
12.01.2020 23:00;2;10376366;0;1290030;1414233;2799566;2747688;268792
13.01.2020 00:00;3;10056765;0;1334941;1293426;2799836;2765509;261538
13.01.2020 01:00;3;9758656;0;1329539;1390985;2800124;2775121;257701
13.01.2020 02:00;3;9617736;0;1308238;1410440;2800403;2771559;266169
13.01.2020 03:00;3;9613958;0;1440886;1373327;2799551;2773854;267158
13.01.2020 04:00;3;9786817;0;1391132;1381490;2799250;2823569;269350
13.01.2020 05:00;3;10194635;0;1490658;1434324;2799232;2892891;271490
13.01.2020 06:00;3;11205407;0;1385761;1717950;2799329;3067939;264842
13.01.2020 07:00;3;11871951;0;1333514;2187015;2799141;3193802;240172
13.01.2020 08:00;3;12176526;0;1376859;2456720;2799043;3232855;222442
13.01.2020 09:00;3;12061217;433;1389669;2473695;2798859;3223822;240251
13.01.2020 10:00;3;11988270;3872;1410979;2424503;2798287;3214240;225357
13.01.2020 11:00;3;11970964;12056;1378937;2414622;2798834;3201322;218817
13.01.2020 12:00;3;11951483;14154;1363252;2365228;2799200;3180916;218954
13.01.2020 13:00;3;11794630;10727;1313292;2273021;2799044;3182285;228344
13.01.2020 14:00;3;11706368;4445;1457489;2144058;2799109;3184852;219139
13.01.2020 15:00;3;11818622;331;1554553;2110554;2799633;3159227;229980
13.01.2020 16:00;3;12015391;0;1684860;2307769;2799758;3167859;230886
13.01.2020 17:00;3;11979812;0;1721322;2362186;2799410;3177752;217059
13.01.2020 18:00;3;11818722;0;1755518;2374606;2799771;3171364;213438
13.01.2020 19:00;3;11823033;0;1774284;2129230;2799593;3153714;216897
13.01.2020 20:00;3;11611707;0;1791483;1910660;2799626;3114871;209817
13.01.2020 21:00;3;11081763;0;1854434;1686817;2799472;3031865;209847
13.01.2020 22:00;3;11123984;0;1824293;1646820;2799995;2929546;232333
13.01.2020 23:00;3;10832307;0;1815161;1485398;2799529;2836551;230517
14.01.2020 00:00;3;10373471;0;1743528;1378967;2799379;2729321;237959
14.01.2020 01:00;3;10015241;0;1727244;1429894;2799588;2703669;239384
14.01.2020 02:00;3;9828766;0;1713563;1342810;2799740;2667513;234012
14.01.2020 03:00;3;9732958;0;1697267;1147011;2799221;2658048;234578
14.01.2020 04:00;3;9774979;0;1674320;1085285;2800024;2632730;229094
14.01.2020 05:00;3;10112271;0;1671350;1222028;2800258;2657427;242878
14.01.2020 06:00;3;10988952;0;1600248;1521519;2800787;2844881;246710
14.01.2020 07:00;3;11421705;0;1632235;1837271;2800460;3007331;245630
14.01.2020 08:00;3;11660198;0;1586292;1995620;2799951;3021711;242778
14.01.2020 09:00;3;11581158;248;1651553;1924949;2799025;2999522;247084
14.01.2020 10:00;3;11449278;2497;1633546;1808905;2799549;2987797;247990
14.01.2020 11:00;3;11504472;7015;1686375;1737093;2800129;2975423;231053
14.01.2020 12:00;3;11472952;7145;1721878;1793101;2799934;2969500;205382
14.01.2020 13:00;3;11414450;5895;1807695;1822575;2800146;2960340;196153
14.01.2020 14:00;3;11412915;2488;1805725;1781786;2800258;2956311;201658
14.01.2020 15:00;3;11546537;191;1794634;1953778;2800985;2935380;200784
14.01.2020 16:00;3;11720044;0;1831274;1884254;2801144;2999515;208366
14.01.2020 17:00;3;11765182;0;1883224;1890080;2801052;3019794;215809
14.01.2020 18:00;3;11735601;0;1944372;1850974;2800961;3015170;208422
14.01.2020 19:00;3;11746884;0;1967887;1767630;2801003;3006600;200895
14.01.2020 20:00;3;11472120;0;1987814;1711590;2800632;2992166;204113
14.01.2020 21:00;3;10901494;0;1971850;1681134;2800623;2925842;202902
14.01.2020 22:00;3;10926600;0;1946258;1651863;2801164;2743929;226165
14.01.2020 23:00;3;10611703;0;1923790;1503998;2801073;2628864;244630
15.01.2020 00:00;3;10111164;0;1889309;1122720;2800685;2504110;251635
15.01.2020 01:00;3;9758561;0;1872639;1131840;2801254;2433684;261165
15.01.2020 02:00;3;9581374;0;1834184;1107826;2801211;2423428;263132
15.01.2020 03:00;3;9443231;0;1792009;988238;2801232;2418926;269145
15.01.2020 04:00;3;9509657;0;1729873;981553;2802067;2423317;271095
15.01.2020 05:00;3;9876012;0;1730638;1117407;2801308;2435241;258553
15.01.2020 06:00;3;10684660;0;1672415;1317203;2800509;2559299;252504
15.01.2020 07:00;3;11243247;0;1514278;1764055;2800649;2731909;238884
15.01.2020 08:00;3;11501364;0;1416996;2142797;2801841;2780423;247927
15.01.2020 09:00;3;11461251;179;1267636;2133195;2801875;2893745;224696
15.01.2020 10:00;3;11319385;869;1237052;2180432;2801290;2936601;220250
15.01.2020 11:00;3;11238277;4615;1217345;2130255;2801126;2908166;207005
15.01.2020 12:00;3;11229053;6771;1112677;2156149;2800708;2885209;202969
15.01.2020 13:00;3;11133295;6021;1069550;2229458;2800682;2855230;198260
15.01.2020 14:00;3;11079266;2312;979815;2207743;2800432;2818058;211082
15.01.2020 15:00;3;11277885;419;884733;2297299;2801259;2825010;213657
15.01.2020 16:00;3;11424050;0;866448;2524580;2801165;2848533;217542
15.01.2020 17:00;3;11432989;0;855488;2568928;2801254;2848192;261324
15.01.2020 18:00;3;11428317;0;853599;2490406;2801550;2852356;271574
15.01.2020 19:00;3;11400422;0;882456;2450077;2800728;2864092;304299
15.01.2020 20:00;3;11250259;0;935657;1945604;2800803;2842836;250585
15.01.2020 21:00;3;10758450;0;941174;1818393;2801088;2841357;235051
15.01.2020 22:00;3;10770417;0;878469;1771656;2800939;2728858;243583
15.01.2020 23:00;3;10479539;0;793345;1637634;2800849;2677159;253864
16.01.2020 00:00;3;9974263;0;755636;1433608;2800873;2578385;252588
16.01.2020 01:00;3;9624963;0;760883;1382015;2800922;2575786;245039
16.01.2020 02:00;3;9423825;0;734334;1330436;2801352;2545206;246589
16.01.2020 03:00;3;9329602;0;781475;1360221;2800977;2535581;260160
16.01.2020 04:00;3;9430601;0;731035;1387128;2800641;2536124;268994
