Aikaleima (dd.mm.yyyy hh:mm);Viikko;Kulutus (kWh);Aurinkovoima (kWh);Tuulivoima;Vesivoima;Ydinvoima;Yhteistuotanto;Erillinen lämpövoima
10.09.2020 19:00;37;9385382;0;1344603;2083771;2251065;1843989;388280
10.09.2020 20:00;37;9121811;0;1460245;1712408;2251120;1824738;345147
10.09.2020 21:00;37;9010282;0;1430405;1363765;2250761;1760704;304618
10.09.2020 22:00;37;8738642;0;1564609;1042761;2250945;1667945;239267
10.09.2020 23:00;37;8238496;0;1632267;658660;2250771;1580643;194117
11.09.2020 00:00;37;7919380;0;1567649;533524;2250398;1565579;162631
11.09.2020 01:00;37;7804913;0;1428931;563825;2251016;1567031;160774
11.09.2020 02:00;37;7777558;0;1195337;572564;2250464;1560315;155796
11.09.2020 03:00;37;7873535;0;986119;634976;2250346;1613152;154463
11.09.2020 04:00;37;8236914;0;855125;770760;2250127;1720812;205088
11.09.2020 05:00;37;8756844;112;703475;1216125;2249386;1815986;241695
11.09.2020 06:00;37;9081873;11495;739995;1666074;2249840;1884934;308241
11.09.2020 07:00;37;9326497;21238;615797;1825287;2250151;1807697;321669
11.09.2020 08:00;37;9387425;42458;448091;2158061;2248568;1834067;374831
11.09.2020 09:00;37;9276325;47755;412948;2122910;2246830;1863664;387772
11.09.2020 10:00;37;9198911;48207;512852;1892502;2245771;1782590;387253
11.09.2020 11:00;37;9206026;69737;570408;1828631;2245175;1769127;375849
11.09.2020 12:00;37;9110081;76356;633827;1883748;2246225;1777326;350239
11.09.2020 13:00;37;8972285;87581;698716;1749169;2247189;1719475;276786
11.09.2020 14:00;37;8926037;80506;725039;1456275;2248692;1639917;245563
11.09.2020 15:00;37;8911635;77584;775555;1601092;2248973;1631832;292316
11.09.2020 16:00;37;8964813;62012;797289;1669840;2249017;1622842;304052
11.09.2020 17:00;37;9040858;34416;756817;1849412;2249289;1625998;344987
11.09.2020 18:00;37;9214518;5965;931221;1931152;2250100;1651434;372847
11.09.2020 19:00;37;9390645;77;1277477;1947944;2250849;1693281;343833
11.09.2020 20:00;37;9130820;0;1642554;1357112;2252143;1631965;276546
11.09.2020 21:00;37;8948704;0;1737375;1059714;2252680;1576495;217595
11.09.2020 22:00;37;8655562;0;1836786;811196;2252833;1470946;167581
11.09.2020 23:00;37;8133873;0;1800579;628972;2252710;1342474;178111
12.09.2020 00:00;37;7750490;0;1756710;689698;2253088;1331131;177054
12.09.2020 01:00;37;7545078;0;1666765;545041;2252145;1298448;180921
12.09.2020 02:00;37;7484850;0;1742006;573050;2251672;1280264;184462
12.09.2020 03:00;37;7503073;0;1691128;649612;2251620;1284836;189085
12.09.2020 04:00;37;7629464;0;1660388;552584;2252235;1289002;188970
12.09.2020 05:00;37;7760149;4;1719375;479330;2253067;1295518;192129
12.09.2020 06:00;37;7732481;4792;1752648;478540;2254352;1299655;194587
12.09.2020 07:00;37;8037182;9031;1741288;667035;2255106;1313054;187954
12.09.2020 08:00;37;8356905;24848;1668217;876950;2254811;1351338;180041
12.09.2020 09:00;37;8570707;30837;1601671;986508;2254361;1394086;176840
12.09.2020 10:00;37;8604008;40882;1457838;852285;2253830;1394611;179391
12.09.2020 11:00;37;8583179;47139;1274955;1060224;2253430;1441905;178267
12.09.2020 12:00;37;8505745;48834;1186834;1115643;2255397;1464315;170751
12.09.2020 13:00;37;8501625;45334;1207163;993400;2254741;1394280;170859
12.09.2020 14:00;37;8581378;43099;1214031;922402;2254333;1372545;172438
12.09.2020 15:00;37;8751805;30333;1180073;1016402;2254523;1410996;163464
12.09.2020 16:00;37;8875829;21925;1039585;1262544;2254439;1446359;169648
12.09.2020 17:00;37;8979996;12033;892826;1608601;2254522;1476976;171333
12.09.2020 18:00;37;9057889;1760;753534;1751075;2254509;1571755;164801
12.09.2020 19:00;37;9035474;51;753166;1748805;2254382;1584169;174165
12.09.2020 20:00;37;8573566;0;783408;1464865;2254557;1590242;177726
12.09.2020 21:00;37;8467102;0;789673;1174327;2254935;1441346;181458
12.09.2020 22:00;37;8225704;0;789164;1062864;2255136;1410703;174020
12.09.2020 23:00;37;7804967;0;855440;766850;2255094;1399513;173720
13.09.2020 00:00;37;7423158;0;830959;652116;2254861;1403410;175687
13.09.2020 01:00;37;7310440;0;881780;614879;2254867;1416373;181288
13.09.2020 02:00;37;7273329;0;995003;487952;2254969;1343352;187515
13.09.2020 03:00;37;7281953;0;918876;461823;2256704;1295819;185070
13.09.2020 04:00;37;7333513;0;842754;474490;2257131;1293977;186789
13.09.2020 05:00;37;7403908;8;949158;456770;2256856;1279521;181058
13.09.2020 06:00;37;7370765;9407;997301;465369;2257617;1294727;179427
13.09.2020 07:00;37;7589117;22065;1065758;614141;2257404;1340630;167968
13.09.2020 08:00;37;7838750;62805;1123753;705807;2258370;1345854;158496
13.09.2020 09:00;37;7957812;85850;1094587;825547;2258241;1362516;162322
13.09.2020 10:00;37;8011886;100374;1206146;780678;2258544;1363252;159613
13.09.2020 11:00;37;7958408;111434;1331084;720821;2258944;1346577;157089
13.09.2020 12:00;37;7855725;118140;1382403;697451;2258734;1301141;164767
13.09.2020 13:00;37;7877138;123693;1355959;759124;2258533;1298003;163392
13.09.2020 14:00;37;7813699;111480;1415851;717852;2258133;1278142;163220
13.09.2020 15:00;37;7849940;89720;1474046;756016;2258289;1293543;164655
13.09.2020 16:00;37;7954866;69374;1399051;843417;2258058;1340898;162227
13.09.2020 17:00;37;8127091;34571;1298925;925371;2258965;1389888;156963
13.09.2020 18:00;37;8331447;5409;1273573;1055075;2259069;1441512;178302
13.09.2020 19:00;37;8557610;64;1394483;1100587;2259324;1456818;211495
13.09.2020 20:00;37;8243825;0;1504861;939332;2259000;1454460;212609
13.09.2020 21:00;37;8270314;0;1647748;911272;2259309;1385747;214998
13.09.2020 22:00;37;8081870;0;1631322;1021084;2259735;1361959;168077
13.09.2020 23:00;37;7655643;0;1562598;714981;2259556;1372665;158101
14.09.2020 00:00;38;7376103;0;1432087;530903;2259506;1383574;157902
14.09.2020 01:00;38;7228533;0;1337374;500135;2259655;1420415;173853
14.09.2020 02:00;38;7217628;0;1339970;454805;2258363;1430281;173314
14.09.2020 03:00;38;7339443;0;1366751;485200;2260489;1430075;173988
14.09.2020 04:00;38;7666685;0;1408440;604918;2260693;1484738;172326
14.09.2020 05:00;38;8380488;0;1430097;886698;2260215;1666649;214308
14.09.2020 06:00;38;8770395;12792;1401679;1392976;2260768;1707530;314575
14.09.2020 07:00;38;9027629;26175;1259551;1813174;2261975;1692423;352402
14.09.2020 08:00;38;9031531;78765;1076918;2057797;2262855;1685864;399481
14.09.2020 09:00;38;8925747;106950;1050506;2046672;2262015;1683735;401753
14.09.2020 10:00;38;8947638;126532;1088380;1924519;2260820;1692316;371288
14.09.2020 11:00;38;8877381;139089;1163893;1804927;2260972;1687849;358258
14.09.2020 12:00;38;8755865;128620;1216773;1578567;2260502;1667647;361052
14.09.2020 13:00;38;8729105;122531;1304139;1389607;2260525;1651120;302102
14.09.2020 14:00;38;8722902;101841;1357446;1191441;2260469;1642852;249264
14.09.2020 15:00;38;8725960;81815;1320521;1311331;2261457;1650101;298071
14.09.2020 16:00;38;8676144;54963;1181368;1720254;2261847;1659055;350130
14.09.2020 17:00;38;8652399;27325;1079446;1879687;2261711;1637768;389347
14.09.2020 18:00;38;8908946;3851;1113805;2074161;2261636;1651655;391635
14.09.2020 19:00;38;9219888;0;1411290;2040997;2261490;1669653;346933
14.09.2020 20:00;38;8724450;0;1526125;1422211;2260655;1654318;276364
14.09.2020 21:00;38;8555852;0;1429805;1178847;2261169;1624802;223690
14.09.2020 22:00;38;8242632;0;1440922;828080;2260577;1596313;169765
14.09.2020 23:00;38;7812574;0;1362040;559576;2261538;1504397;152861
15.09.2020 00:00;38;7503663;0;1335654;521309;2260741;1498126;156847
15.09.2020 01:00;38;7359523;0;1237117;521553;2260916;1501052;165962
15.09.2020 02:00;38;7350897;0;1112011;535178;2261186;1506464;168947
15.09.2020 03:00;38;7494451;0;981579;615314;2262021;1526434;169502
15.09.2020 04:00;38;7813028;0;819541;836968;2261298;1555678;172696
15.09.2020 05:00;38;8438347;0;695107;1246201;2260513;1681368;244823
15.09.2020 06:00;38;8784527;8965;543861;1624757;2260850;1756860;366832
15.09.2020 07:00;38;8923463;16876;401133;2081019;2260971;1745414;380603
15.09.2020 08:00;38;9016837;59835;203040;2171086;2261115;1696477;385693
15.09.2020 09:00;38;8961484;74571;75646;2211613;2259930;1658674;368924
15.09.2020 10:00;38;8885839;99243;60789;2233604;2261138;1678241;382484
15.09.2020 11:00;38;8774622;107604;92463;2202241;2260758;1668405;394766
15.09.2020 12:00;38;8672555;120373;121390;2136897;2260845;1668281;418753
15.09.2020 13:00;38;8679353;114383;122902;2089687;2260038;1587410;496059
15.09.2020 14:00;38;8590025;108359;120714;1914462;2261249;1594972;506505
15.09.2020 15:00;38;8517530;75541;134224;1858767;2261609;1597497;541482
15.09.2020 16:00;38;8630295;56847;99859;1896128;2261084;1611935;515753
15.09.2020 17:00;38;8604308;19668;85871;2092702;2260926;1625959;490097
15.09.2020 18:00;38;8772714;2014;66935;2304689;2260734;1713958;491912
15.09.2020 19:00;38;8972250;28;39974;2357972;2260146;1759664;480852
15.09.2020 20:00;38;8470805;0;37455;2214590;2259666;1756349;469761
15.09.2020 21:00;38;8383569;0;54421;1986423;2260153;1760079;386521
15.09.2020 22:00;38;8108819;0;89640;1559347;2260161;1732980;304334
15.09.2020 23:00;38;7644878;0;168295;1192143;2259249;1639687;258262
16.09.2020 00:00;38;7256694;0;255647;1174830;2259560;1466390;215320
16.09.2020 01:00;38;7117814;0;461542;862239;2258703;1443535;167516
16.09.2020 02:00;38;7161518;0;753927;788709;2259467;1443490;162110
16.09.2020 03:00;38;7224269;0;996280;744249;2259865;1448259;160360
16.09.2020 04:00;38;7545578;0;1158735;823028;2260155;1506316;172463
16.09.2020 05:00;38;8257022;0;1210831;1187775;2259595;1547636;303891
16.09.2020 06:00;38;8656739;3132;1162878;1693816;2258934;1600247;381405
16.09.2020 07:00;38;8904052;4629;1195957;2005661;2258231;1617490;433055
16.09.2020 08:00;38;9065315;25036;1093416;2078080;2257967;1620157;449040
16.09.2020 09:00;38;9144995;29340;1133839;2130094;2256936;1578199;478430
16.09.2020 10:00;38;9125571;36461;1279791;2057157;2256832;1566369;494984
16.09.2020 11:00;38;9160930;42407;1377868;2016809;2257269;1578038;494120
16.09.2020 12:00;38;9093924;45570;1406854;1896699;2257428;1557821;450568
16.09.2020 13:00;38;9082282;43772;1398986;1737611;2257585;1542351;414855
16.09.2020 14:00;38;9020606;44427;1364292;1228666;2257285;1486493;342306
16.09.2020 15:00;38;8962894;25347;1487883;1288972;2257656;1469599;289703
16.09.2020 16:00;38;8928934;18726;1685196;1498508;2258257;1508967;349925
16.09.2020 17:00;38;9010467;9310;1820449;1463098;2258096;1516480;388104
16.09.2020 18:00;38;9339769;828;1887132;1677074;2258377;1584409;372508
16.09.2020 19:00;38;9433911;96;1951002;1648896;2258463;1661924;264169
16.09.2020 20:00;38;8737104;0;1944326;1105853;2257525;1637090;164047
16.09.2020 21:00;38;8625244;0;1939416;804129;2258008;1532972;117477
16.09.2020 22:00;38;8285850;0;1946579;612568;2258964;1512102;115145
16.09.2020 23:00;38;7842648;0;1930287;504466;2259653;1421099;123663
17.09.2020 00:00;38;7491271;0;1846944;447198;2259912;1410483;127538
17.09.2020 01:00;38;7304625;0;1744085;459730;2260596;1409565;130328
17.09.2020 02:00;38;7319597;0;1688467;459639;2262136;1410210;136265
17.09.2020 03:00;38;7352141;0;1700249;498457;2263147;1422998;142208
17.09.2020 04:00;38;7709831;0;1691141;563304;2262620;1529641;130237
17.09.2020 05:00;38;8468933;0;1713854;743777;2262261;1680416;135299
17.09.2020 06:00;38;8845809;3525;1784383;995899;2262007;1710688;203349
17.09.2020 07:00;38;9131888;7872;1809588;1597376;2262164;1754807;217545
17.09.2020 08:00;38;9206607;28731;1780040;1991891;2265560;1784103;181612
17.09.2020 09:00;38;9275600;37597;1804322;1866508;2265017;1772663;191610
17.09.2020 10:00;38;9384899;45701;1862200;1674503;2262826;1744674;121653
17.09.2020 11:00;38;9366259;53951;1844498;1600584;2263404;1744388;105539
17.09.2020 12:00;38;9235694;52936;1869368;1359343;2263552;1710895;77252
17.09.2020 13:00;38;9156756;53032;1792975;1357069;2263917;1707424;67629
17.09.2020 14:00;38;9036397;48124;1754520;1195844;2264431;1687127;61814
17.09.2020 15:00;38;9006425;43650;1614635;1206207;2264930;1685713;66213
17.09.2020 16:00;38;8970676;32627;1495027;1550476;2265635;1723940;83213
17.09.2020 17:00;38;9026203;15722;1384684;1931455;2265673;1766008;83589
17.09.2020 18:00;38;9314849;1559;1322701;1827795;2266800;1796004;77236
17.09.2020 19:00;38;9505804;85;1375264;1811908;2267433;1827826;75096
17.09.2020 20:00;38;8909163;0;1223889;1837228;2266272;1814789;77174
17.09.2020 21:00;38;8802586;0;930336;1607290;2266308;1782726;80016
17.09.2020 22:00;38;8507163;0;677723;1177127;2266541;1764114;75269
17.09.2020 23:00;38;8059478;0;512064;866162;2267057;1757288;79175
18.09.2020 00:00;38;7749677;0;395201;862823;2267049;1752601;73565
18.09.2020 01:00;38;7668044;0;354180;857180;2266744;1729065;69490
18.09.2020 02:00;38;7637759;0;467905;810770;2266607;1750220;67455
18.09.2020 03:00;38;7802060;0;747843;762140;2266444;1768438;67173
18.09.2020 04:00;38;8108808;0;1159422;826594;2266475;1802186;58140
18.09.2020 05:00;38;8791158;0;1367402;1019504;2265276;1832038;66497
18.09.2020 06:00;38;9214703;5967;1538343;1499909;2265641;1874095;85725
18.09.2020 07:00;38;9485174;12824;1630605;1863189;2264890;1848140;110749
18.09.2020 08:00;38;9576732;46626;1633686;2100120;2265266;1808272;120321
18.09.2020 09:00;38;9464379;56277;1622115;2100128;2265281;1791170;117880
18.09.2020 10:00;38;9443222;74451;1619974;1988909;2265498;1752816;104557
18.09.2020 11:00;38;9338959;92626;1608107;2008228;2264671;1728594;84452
18.09.2020 12:00;38;9198192;78710;1601555;2062996;2264884;1704133;85537
18.09.2020 13:00;38;8927086;65929;1633097;1701349;2264430;1681739;90478
18.09.2020 14:00;38;8783266;71673;1718538;1149501;2264389;1639420;93979
18.09.2020 15:00;38;8786958;58186;1835938;1090283;2264395;1641404;89194
18.09.2020 16:00;38;8886043;40807;1882290;1279447;2263894;1643992;80362
18.09.2020 17:00;38;8910106;19349;1871250;1616975;2263387;1651801;77068
18.09.2020 18:00;38;9211948;1276;1949158;1790129;2264377;1664700;84497
18.09.2020 19:00;38;9385149;0;1994065;1866471;2264542;1720686;93523
18.09.2020 20:00;38;8783668;0;2024111;1281512;2264248;1649869;100952
18.09.2020 21:00;38;8632486;0;2028765;976270;2264818;1567378;101848
18.09.2020 22:00;38;8289724;0;2000451;735198;2265638;1521865;102767
18.09.2020 23:00;38;7817237;0;2001465;642388;2265928;1486544;105501
19.09.2020 00:00;38;7490318;0;1982939;581192;2266184;1478130;108517
19.09.2020 01:00;38;7313385;0;1972552;583403;2266065;1485201;107641
19.09.2020 02:00;38;7336847;0;1970480;579738;2266247;1502069;107178
19.09.2020 03:00;38;7388017;0;1948765;575887;2266658;1501612;106240
19.09.2020 04:00;38;7498833;0;1937585;644232;2266625;1512816;100050
19.09.2020 05:00;38;7680986;0;1925038;703082;2266701;1595033;91229
19.09.2020 06:00;38;7711142;7276;1903191;795364;2266514;1719317;76999
19.09.2020 07:00;38;7918607;13313;1834266;810315;2267189;1720889;84153
19.09.2020 08:00;38;8097900;71536;1758858;1001318;2267326;1717433;85419
19.09.2020 09:00;38;8162431;90561;1747446;1131147;2267053;1690618;88523
19.09.2020 10:00;38;8140964;116400;1753796;1152691;2267294;1677025;93347
19.09.2020 11:00;38;8077591;125029;1724054;1162484;2267525;1675712;95165
19.09.2020 12:00;38;8015700;121169;1678977;1240956;2266750;1652030;101183
19.09.2020 13:00;38;8016700;112605;1646232;1265917;2266745;1636251;130802
19.09.2020 14:00;38;8007459;97890;1528909;1316078;2266793;1634691;138826
19.09.2020 15:00;38;8043848;86095;1325229;1441090;2266706;1627736;151829
19.09.2020 16:00;38;8246013;59408;1028113;1774258;2266724;1628796;150502
19.09.2020 17:00;38;8371557;25216;851403;2008703;2266894;1636803;148679
19.09.2020 18:00;38;8626737;985;1003602;1802438;2266866;1686742;165408
19.09.2020 19:00;38;8798266;0;1152710;1464430;2267399;1709794;142195
19.09.2020 20:00;38;8365068;0;1127028;1209236;2265449;1721937;126686
19.09.2020 21:00;38;8295771;0;1007330;1209335;2265805;1736744;123926
19.09.2020 22:00;38;8149855;0;865386;1032613;2265041;1728646;124190
19.09.2020 23:00;38;7615182;0;601783;912255;2265399;1713324;130303
20.09.2020 00:00;38;7282229;0;405639;912301;2264846;1719457;129226
20.09.2020 01:00;38;7159565;0;433924;943945;2264814;1719558;130373
20.09.2020 02:00;38;7139337;0;406495;939104;2265159;1714091;131289
20.09.2020 03:00;38;7240044;0;424777;893409;2265177;1706753;129578
20.09.2020 04:00;38;7372742;0;443937;841229;2265123;1719004;119627
20.09.2020 05:00;38;7498133;0;502966;738595;2265059;1716206;115066
20.09.2020 06:00;38;7394136;6610;815266;856497;2264704;1702425;114509
20.09.2020 07:00;38;7559174;12902;1226608;874227;2264044;1692402;125738
20.09.2020 08:00;38;7813000;63903;1311216;951336;2264113;1655256;138860
20.09.2020 09:00;38;7947892;72559;1274843;1128131;2263867;1646669;137293
20.09.2020 10:00;38;7942699;87117;1417156;1184529;2264294;1637714;137654
20.09.2020 11:00;38;7887527;98474;1542443;1156520;2263003;1580536;141535
20.09.2020 12:00;38;7784733;84062;1566404;1110277;2262807;1514193;147467
20.09.2020 13:00;38;7755412;82203;1540830;1146842;2262657;1472539;157718
20.09.2020 14:00;38;7813925;68496;1525192;1096532;2262227;1462263;159086
20.09.2020 15:00;38;7883141;51366;1470519;1151743;2262064;1467454;160260
20.09.2020 16:00;38;8025527;28704;1452178;1251545;2261930;1491769;157715
20.09.2020 17:00;38;8159373;10925;1468198;1391666;2262147;1565235;149583
20.09.2020 18:00;38;8424490;250;1457991;1436344;2262237;1604979;155708
20.09.2020 19:00;38;8471680;24;1491718;1378532;2262050;1617578;143487
20.09.2020 20:00;38;8026070;0;1545768;1268328;2262328;1612367;137437
20.09.2020 21:00;38;7992133;0;1578959;1131506;2262227;1603453;138274
20.09.2020 22:00;38;7754496;0;1655737;906711;2262758;1536373;142577
20.09.2020 23:00;38;7481562;0;1791297;623231;2263850;1440025;149547
21.09.2020 00:00;39;7171700;0;1739784;687157;2264356;1429972;151654
21.09.2020 01:00;39;7037783;0;1738830;703114;2264210;1423981;150257
21.09.2020 02:00;39;7055494;0;1590529;698447;2264889;1422209;148592
21.09.2020 03:00;39;7204436;0;1388520;743626;2264342;1433191;151157
21.09.2020 04:00;39;7562986;0;1192697;807616;2264250;1514732;144875
21.09.2020 05:00;39;8313932;0;1116848;1132183;2264417;1676409;181395
21.09.2020 06:00;39;8709285;5416;1138204;1759304;2264529;1713894;211056
21.09.2020 07:00;39;8917434;10050;1340775;1938462;2264028;1704992;301608
21.09.2020 08:00;39;9036636;46153;1518602;2131227;2263707;1635524;330324
21.09.2020 09:00;39;9047769;53896;1593323;1992661;2263983;1595732;331779
21.09.2020 10:00;39;9062717;69982;1746134;1870955;2264477;1588615;276291
21.09.2020 11:00;39;9121794;84280;1822450;1782521;2264942;1488789;223923
21.09.2020 12:00;39;9031854;79168;1848515;1594425;2264627;1485090;196360
21.09.2020 13:00;39;8997198;71336;1876417;1372802;2264214;1471467;168702
21.09.2020 14:00;39;8812126;58573;1953369;1058360;2264618;1355517;168221
21.09.2020 15:00;39;8767758;34247;1973806;1023921;2265549;1374330;160318
21.09.2020 16:00;39;8797883;27217;2003782;1110589;2264823;1400256;152820
21.09.2020 17:00;39;8758467;9469;2015797;1217615;2264484;1487289;147098
21.09.2020 18:00;39;9136692;189;2027690;1439022;2264440;1580666;135717
21.09.2020 19:00;39;9207601;0;2007964;1713684;2263685;1582716;147023
21.09.2020 20:00;39;8550910;0;2010044;1203568;2264068;1393864;153559
21.09.2020 21:00;39;8363727;0;1958698;867098;2264149;1309499;154398
21.09.2020 22:00;39;8056959;0;1891791;729186;2264501;1272149;159081
21.09.2020 23:00;39;7497060;0;1717517;729565;2264410;1269929;163955
22.09.2020 00:00;39;7162197;0;1674803;578343;2264202;1272053;168788
22.09.2020 01:00;39;7041296;0;1605266;558892;2264319;1269080;173579
22.09.2020 02:00;39;6997476;0;1560515;558273;2264771;1262322;179181
22.09.2020 03:00;39;7096487;0;1505594;587874;2265137;1277438;174934
22.09.2020 04:00;39;7470212;0;1468433;710714;2265251;1288022;170895
22.09.2020 05:00;39;8270757;0;1374866;1156701;2265265;1407536;199481
22.09.2020 06:00;39;8573687;4019;1323138;1572732;2265354;1564899;255103
22.09.2020 07:00;39;8825277;8829;1227872;1782080;2266639;1557087;297995
22.09.2020 08:00;39;8857597;40457;1142566;1856782;2266039;1581685;315299
22.09.2020 09:00;39;8918137;45249;1172991;1900184;2266406;1577172;353347
22.09.2020 10:00;39;8934803;62306;1192580;1953376;2266199;1557052;299420
22.09.2020 11:00;39;8857799;77263;1172120;1922344;2266022;1481984;309670
22.09.2020 12:00;39;8733723;84178;1122194;1809278;2264592;1467049;311607
22.09.2020 13:00;39;8563738;85409;1065372;1746985;2264570;1456008;320150
22.09.2020 14:00;39;8539653;72425;1032429;1547739;2265874;1405558;332616
22.09.2020 15:00;39;8502622;55613;938828;1648378;2266692;1429026;288471
22.09.2020 16:00;39;8554177;36263;899230;2056401;2266883;1531454;249532
22.09.2020 17:00;39;8575248;13026;858844;2035457;2266897;1547631;241403
22.09.2020 18:00;39;9005166;121;859668;2080228;2266586;1595470;296707
22.09.2020 19:00;39;9189723;0;870711;2039986;2266156;1604938;316243
22.09.2020 20:00;39;8597824;0;812992;1601239;2265922;1597500;260052
22.09.2020 21:00;39;8413310;0;710285;1228367;2266277;1434322;170078
22.09.2020 22:00;39;8121083;0;656517;1100078;2266599;1385063;159827
22.09.2020 23:00;39;7730316;0;737919;969406;2266354;1354919;168006
23.09.2020 00:00;39;7407380;0;650374;967446;2266824;1330286;172111
23.09.2020 01:00;39;7285201;0;702956;847697;2266575;1328630;183753
23.09.2020 02:00;39;7257325;0;737648;889620;2265068;1333166;173062
23.09.2020 03:00;39;7384338;0;984172;962080;2266536;1343280;174457
23.09.2020 04:00;39;7663257;0;1232679;1148205;2266950;1368390;167653
23.09.2020 05:00;39;8479566;0;1300171;1446429;2266638;1520739;193335
23.09.2020 06:00;39;8759321;2831;1444448;1780566;2266296;1659545;270021
23.09.2020 07:00;39;9027037;21239;1506578;2089679;2266729;1678108;334507
23.09.2020 08:00;39;9164910;42811;1371569;2270642;2266785;1683568;391164
23.09.2020 09:00;39;9127020;61135;1267076;2236814;2266734;1704262;378170
23.09.2020 10:00;39;9061844;84465;1157077;2087301;2265304;1695219;342594
23.09.2020 11:00;39;9004260;99392;1129806;2131374;2265021;1696177;327057
23.09.2020 12:00;39;8863997;100324;1196018;2083236;2265368;1667214;310601
23.09.2020 13:00;39;8725090;92226;1340796;1933410;2266034;1632741;331907
23.09.2020 14:00;39;8712088;76272;1370816;1627881;2266465;1622052;311409
23.09.2020 15:00;39;8691592;57803;1280216;1859699;2266920;1615667;249091
23.09.2020 16:00;39;8750545;34930;1274878;1953555;2266965;1686703;248311
23.09.2020 17:00;39;8794666;12064;1306281;2045739;2266694;1717271;244658
23.09.2020 18:00;39;9174221;40;1363677;1998732;2266633;1734114;269881
23.09.2020 19:00;39;9194388;0;1412171;1897731;2266714;1742771;273467
23.09.2020 20:00;39;8594966;0;1405202;1625904;2266050;1602624;184994
23.09.2020 21:00;39;8435092;0;1325688;1279089;2266561;1482521;174216
23.09.2020 22:00;39;8099136;0;1249352;1000466;2267077;1499751;182329
23.09.2020 23:00;39;7636988;0;1132963;831642;2266374;1497266;186359
24.09.2020 00:00;39;7331079;0;983905;702625;2266019;1483928;182496
24.09.2020 01:00;39;7174299;0;831206;711278;2265936;1492396;182634
24.09.2020 02:00;39;7136014;0;697691;693444;2265600;1492152;180008
24.09.2020 03:00;39;7236274;0;609370;790933;2265938;1491748;166878
24.09.2020 04:00;39;7590044;0;526693;1182602;2266101;1528767;166165
24.09.2020 05:00;39;8208995;0;412535;1647801;2266439;1718540;214816
24.09.2020 06:00;39;8612185;2709;369114;1985151;2267134;1806265;283864
24.09.2020 07:00;39;8746079;18290;292154;2085259;2268218;1831688;298151
24.09.2020 08:00;39;8881908;36707;254884;2152369;2268428;1795290;339792
24.09.2020 09:00;39;8860181;40423;237361;2203728;2266787;1767872;357223
24.09.2020 10:00;39;8885354;68041;233365;2114117;2267707;1760232;332478
24.09.2020 11:00;39;8822052;81733;190777;2115596;2266940;1751207;347873
24.09.2020 12:00;39;8720076;80656;201678;2117220;2267490;1736109;341794
24.09.2020 13:00;39;8639517;79279;235088;2123176;2267383;1723165;322735
24.09.2020 14:00;39;8563520;65575;244185;1782647;2267003;1717416;333513
24.09.2020 15:00;39;8570141;61884;335114;1879526;2266939;1735035;289945
24.09.2020 16:00;39;8607336;42441;536176;1878284;2267218;1747714;310399
24.09.2020 17:00;39;8545054;15136;737313;1689526;2267025;1724138;285942
24.09.2020 18:00;39;8993896;0;1000653;1858289;2266962;1729949;268289
24.09.2020 19:00;39;8988742;0;1122500;1905564;2265743;1753493;297650
24.09.2020 20:00;39;8422748;0;1316480;1357105;2265640;1581808;258819
24.09.2020 21:00;39;8290753;0;1427803;1086447;2266103;1519597;181978
24.09.2020 22:00;39;7974441;0;1489733;854436;2265751;1501152;181558
24.09.2020 23:00;39;7483913;0;1458104;696375;2265592;1502672;172835
25.09.2020 00:00;39;7179622;0;1561537;741082;2265731;1502536;178131
25.09.2020 01:00;39;7036853;0;1517240;840205;2266388;1506259;178183
25.09.2020 02:00;39;7025098;0;1336629;834901;2266462;1483202;174361
25.09.2020 03:00;39;7133509;0;1241861;858388;2265314;1474947;186120
25.09.2020 04:00;39;7465433;0;1249322;1054861;2266559;1478775;189069
25.09.2020 05:00;39;8180184;0;1324570;1307441;2266457;1640421;234335
25.09.2020 06:00;39;8539668;2120;1390430;1544689;2266888;1703441;309617
25.09.2020 07:00;39;8760084;15303;1406669;1826701;2266710;1706048;367052
25.09.2020 08:00;39;8977033;34127;1310988;1948932;2266568;1724736;351247
25.09.2020 09:00;39;8888533;39813;1245164;2030523;2266996;1730950;297791
25.09.2020 10:00;39;8888795;56503;1241253;2036006;2265299;1732360;312224
25.09.2020 11:00;39;8820343;67469;1230286;2002039;2265499;1693769;312916
25.09.2020 12:00;39;8679371;76574;1202831;1802527;2264939;1574705;327580
25.09.2020 13:00;39;8541524;73556;1177271;1767837;2265323;1573329;277472
25.09.2020 14:00;39;8479044;67791;1099207;1443466;2265404;1527018;265694
25.09.2020 15:00;39;8462202;54078;997072;1625006;2265559;1572319;279077
25.09.2020 16:00;39;8541874;31987;865823;1925915;2265634;1600805;281756
25.09.2020 17:00;39;8576146;8299;809942;2097124;2266175;1634205;331324
25.09.2020 18:00;39;8995941;0;854248;2134083;2266385;1641762;412490
25.09.2020 19:00;39;8943873;0;843145;2092825;2265124;1722210;359998
25.09.2020 20:00;39;8309463;0;718816;1698864;2007879;1685603;229592
25.09.2020 21:00;39;8197978;0;590948;1465310;2101357;1545016;168436
25.09.2020 22:00;39;7889119;0;478070;1089445;2264299;1437295;224740
25.09.2020 23:00;39;7439155;0;435881;832104;2266262;1480763;178627
26.09.2020 00:00;39;7127882;0;504940;767717;2266955;1384857;191480
26.09.2020 01:00;39;6914169;0;555148;762286;2266754;1397126;190602
